,filing_org,filing_ein,tax_year,tot_expenses,filing_org_temp
2000,Jewish National Fund,131659627,2024-09-30,162179627,Jewish National Fund
2001,Jewish National Fund,131659627,2023-09-30,111941392,Jewish National Fund
2002,Jewish National Fund,131659627,2022-09-30,105804577,Jewish National Fund
2003,Jewish National Fund,131659627,2021-09-30,84592863,Jewish National Fund
2004,Jewish National Fund,131659627,2020-09-30,82053990,Jewish National Fund
2005,Jewish National Fund,131659627,2019-09-30,85534855,Jewish National Fund
2006,Jewish National Fund,131659627,2018-09-30,71958657,Jewish National Fund
2007,Jewish National Fund,131659627,2017-09-30,73817124,Jewish National Fund
2008,Jewish National Fund,131659627,2016-09-30,66140269,Jewish National Fund
2009,Jewish National Fund,131659627,2015-09-30,61533372,Jewish National Fund
2010,Jewish National Fund,131659627,2014-09-30,60237753,Jewish National Fund
2011,MUSEUM OF NORTHERN ARIZONA INC,860098920,2015-09-30,3743291,MUSEUM OF NORTHERN ARIZONA INC
2012,PASSAGES AMERICA ISRAEL INC,812453820,2024-01-31,16099187,
2013,MULTIDISCIPLINARY ASSOCIATION FOR,592751953,2024-12-31,15307626,
2014,MULTIDISCIPLINARY ASSOCIATION FOR,592751953,2023-12-31,14100084,
2015,MULTIDISCIPLINARY ASSOCIATION FOR,592751953,2022-12-31,13356864,
2016,MULTIDISCIPLINARY ASSOCIATION FOR,592751953,2021-12-31,10268861,
2017,MULTIDISCIPLINARY ASSOCIATION FOR,592751953,2020-12-31,4707997,
2018,MULTIDISCIPLINARY ASSOCIATION,592751953,2020-05-31,6047077,
2019,The Legalization Project,831038418,2024-12-31,265219,
2020,The Legalization Project,831038418,2023-12-31,346291,
2021,The Legalization Project,831038418,2022-12-31,249173,
2022,The Legalization Project,831038418,2021-12-31,236926,
2023,The Legalization Project,831038418,2020-12-31,367686,
2024,The Legalization Project,831038418,2019-12-31,1357586,
2025,FDRLST MEDIA FOUNDATION,825231385,2024-12-31,2750577,
2026,FDRLST MEDIA FOUNDATION,825231385,2023-12-31,1724090,
2027,FDRLST MEDIA FOUNDATION,825231385,2022-12-31,1312345,
2028,FDRLST MEDIA FOUNDATION,825231385,2021-12-31,764422,
2029,FDRLST MEDIA FOUNDATION,825231385,2020-12-31,231440,
2030,FDRLST MEDIA FOUNDATION,825231385,2019-12-31,152491,
2031,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2024-06-30,38920060,JEWISH FEDERATION OF GREATER METROWEST NJ
2032,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2023-06-30,31861306,JEWISH FEDERATION OF GREATER METROWEST NJ
2033,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2022-06-30,29143089,JEWISH FEDERATION OF GREATER METROWEST NJ
2034,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2021-06-30,29553411,JEWISH FEDERATION OF GREATER METROWEST NJ
2035,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2020-06-30,28981536,JEWISH FEDERATION OF GREATER METROWEST NJ
2036,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2019-06-30,27936086,JEWISH FEDERATION OF GREATER METROWEST NJ
2037,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2018-06-30,26825633,JEWISH FEDERATION OF GREATER METROWEST NJ
2038,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2017-06-30,34130749,JEWISH FEDERATION OF GREATER METROWEST NJ
2039,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2016-06-30,26253816,JEWISH FEDERATION OF GREATER METROWEST NJ
2040,Jewish Federation of Greater Metrowest NJ,221487222,2015-06-30,25985144,JEWISH FEDERATION OF GREATER METROWEST NJ
2041,JEWISH FEDERATION OF GREATER METROWEST NJ,221487222,2014-06-30,37634335,JEWISH FEDERATION OF GREATER METROWEST NJ
2042,Friends of the Israel Defense Forces,133156445,2016-12-31,86329678,
2043,FRIENDS OF THE ISRAEL DEFENSE FORCES,133156445,2015-12-31,74097654,
2044,FRIENDS OF THE ISRAEL DEFENSE FORCES,133156445,2014-12-31,71685180,
2045,FRIENDS OF THE ISRAEL DEFENSE FORCES,133156445,2013-12-31,60507994,
2046,MISERICORDIA HOME,362170153,2024-06-30,115301509,
2047,MISERICORDIA HOME,362170153,2023-06-30,104208375,
2048,MISERICORDIA HOME,362170153,2022-06-30,96456480,
2049,MISERICORDIA HOME,362170153,2020-06-30,84046916,
2050,LINCOLN CLUB INSTITUTE,471825149,2021-12-31,830174,
2051,LINCOLN CLUB INSTITUTE,471825149,2020-12-31,227689,
2052,Freedom Foundation of America,471034696,2021-12-31,408118,
2053,Decriminalize Sex Work,833561423,2024-12-31,1619959,
2054,Decriminalize Sex Work,833561423,2023-12-31,1480236,
2055,Decriminalize Sex Work,833561423,2022-12-31,1653778,
2056,Decriminalize Sex Work,833561423,2021-12-31,1533654,
2057,Decriminalize Sex Work,833561423,2020-12-31,1306713,
2058,THE GIVING BACK FUND,43367888,2022-12-31,25614200,
2059,GIVING BACK FUND INC,43367888,2020-12-31,14917939,
2060,THE GIVING BACK FUND INC,43367888,2019-12-31,11096335,
2061,THE GIVING BACK FUND INC,43367888,2018-12-31,10463470,
2062,THE GIVING BACK FUND INC,43367888,2017-12-31,8079968,
2063,THE GIVING BACK FUND INC,43367888,2016-12-31,6714671,
2064,THE GIVING BACK FUND INC,43367888,2015-12-31,4851316,
2065,THE GIVING BACK FUND INC,43367888,2014-12-31,2778559,
2066,Redeemer City To City,383773431,2024-06-30,24344067,
2067,Redeemer City To City,383773431,2023-06-30,20113772,
2068,Redeemer City To City,383773431,2022-06-30,16491765,
2069,Redeemer City To City,383773431,2021-06-30,14895798,
2070,Redeemer City To City,383773431,2020-06-30,16733776,
2071,Redeemer City To City,383773431,2018-12-31,14750153,
2072,Redeemer City To City,383773431,2017-12-31,11364226,
2073,Redeemer City To City,383773431,2016-12-31,7871272,
2074,Redeemer City To City,383773431,2015-12-31,8578210,
2075,REDEEMER CITY TO CITY,383773431,2014-12-31,5792563,
2076,REDEEMER CITY TO CITY,383773431,2013-12-31,5061845,
2077,WORD ON FIRE CATHOLIC MINISTRIES,261448551,2023-06-30,14569865,
2078,WORD ON FIRE,261448551,2020-06-30,3630471,
2079,ACANI INC,262387657,2023-12-31,3924037,
2080,THE AMERICAN COALITION AGAINST A,262387657,2015-12-31,3375516,
2081,Ideas Beyond Borders Inc,821447974,2024-12-31,3745004,
2082,Ideas Beyond Borders Inc,821447974,2023-12-31,4477838,
2083,Ideas Beyond Borders Inc,821447974,2022-12-31,3491541,
2084,THE EPOCH TIMES ASSOCIATION INC,223848589,2024-12-31,119063545,
2085,THE EPOCH TIMES ASSOCIATION INC,223848589,2023-12-31,121893373,
2086,THE EPOCH TIMES ASSOCIATION INC,223848589,2022-12-31,127585898,
2087,THE EPOCH TIMES ASSOCIATION INC,223848589,2021-12-31,96333350,
2088,THE EPOCH TIMES ASSOCIATION INC,223848589,2020-12-31,57702660,
2089,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2024-12-31,2479621994,
2090,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2023-12-31,2186845577,
2091,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2022-12-31,1965352833,
2092,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2021-12-31,1842692871,
2093,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2020-12-31,1630687534,
2094,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2019-12-31,1622404732,
2095,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2018-12-31,1550002914,
2096,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2017-12-31,1437136845,
2097,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2016-12-31,1362475476,
2098,CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN,900779996,2015-12-31,1234051884,
2099,Children's Healthcare of Atlanta Group Return,900779996,2014-12-31,1154821039,
2100,Children's Healthcare of Atlanta Group Return,900779996,2013-12-31,1071750072,
2101,THE GREEN LIGHT PROJECT INC,464631639,2020-12-31,5286302,
2102,THE GREEN LIGHT PROJECT INC,464631639,2019-12-31,7297810,
2103,THE GREEN LIGHT PROJECT INC,464631639,2018-12-31,7674581,
2104,THE GREEN LIGHT PROJECT INC,464631639,2017-12-31,7834783,
2105,Mercury One Inc,453929881,2024-12-31,19617323,
2106,Mercury One Inc,453929881,2023-12-31,15070715,
2107,Mercury One Inc,453929881,2022-12-31,12704108,
2108,Mercury One Inc,453929881,2021-12-31,55365880,
2109,Mercury One Inc,453929881,2020-12-31,8422882,
2110,Mercury One Inc,453929881,2019-12-31,9087057,
2111,Mercury One Inc,453929881,2018-12-31,8303438,
2112,MERCURY ONE INC,453929881,2017-12-31,13070577,
2113,MERCURY ONE INC,453929881,2016-12-31,13305209,
2114,MERCURY ONE INC,453929881,2014-12-31,4300730,
2115,MERCURY ONE INC,453929881,2013-12-31,6094867,
2116,NEXTBOOK INC,412116973,2023-12-31,7937615,
2117,CODE 3 ASSOCIATION,475088455,2022-12-31,1305381,
2118,CODE 3 ASSOCIATION,475088455,2016-12-31,585665,
2119,Unconstrained Analytics Inc,472215148,2018-12-31,207564,
2120,Unconstrained Analytics Inc,472215148,2017-12-31,171724,
2121,Care Net,541382723,2025-06-30,10651545,Care Net
2122,Care Net,541382723,2024-06-30,9247854,Care Net
2123,Care Net,541382723,2023-06-30,8727711,Care Net
2124,Care Net,541382723,2022-06-30,8659416,Care Net
2125,Care Net,541382723,2021-06-30,7883079,Care Net
2126,CARE NET,541382723,2020-06-30,5234964,Care Net
2127,CARE NET,541382723,2019-06-30,5104904,Care Net
2128,CARE NET,541382723,2018-06-30,4811775,Care Net
2129,Care Net,541382723,2014-06-30,4090086,Care Net
2130,The Colson Center for Christian Worldview,901117779,2023-06-30,6963382,
2131,The Colson Center for Christian Worldview,901117779,2022-06-30,5924411,
2132,The Colson Center for Christian Worldview,901117779,2020-06-30,3635121,
2133,The Colson Center for Christian Worldview,901117779,2019-06-30,3795615,
2134,The Colson Center for Christian Worldview,901117779,2018-06-30,3048362,
2135,PROJECT K9 HERO,811770909,2024-12-31,4912890,
2136,CENTER FOR LAW AND POLICY,854286787,2024-12-31,2668802,
2137,CENTER FOR LAW AND POLICY,854286787,2023-12-31,2373874,
2138,CENTER FOR LAW AND POLICY,854286787,2022-12-31,1858737,
2139,CENTER FOR LAW AND POLICY,854286787,2021-12-31,816918,
2140,AMERICA FIRST POLICY INSTITUTE INC,854202763,2024-12-31,37889561,
2141,AMERICA FIRST POLICY INSTITUTE INC,854202763,2023-12-31,22934132,
2142,AMERICA FIRST POLICY INSTITUTE INC,854202763,2021-12-31,10830742,
2143,THE MEDSTAR-GEORGETOWN MEDICAL,522218584,2022-06-30,1228580086,
2144,THE MEDSTAR-GEORGETOWN MEDICAL,522218584,2021-06-30,1170190688,
2145,Council on Foreign Relations Inc,131628168,2015-06-30,64757000,
2146,GETTYSBURG FOUNDATION,232969074,2024-09-30,13708925,GETTYSBURG FOUNDATION
2147,GETTYSBURG FOUNDATION,232969074,2023-09-30,14018015,GETTYSBURG FOUNDATION
2148,GETTYSBURG FOUNDATION,232969074,2022-09-30,16594112,GETTYSBURG FOUNDATION
2149,GETTYSBURG FOUNDATION,232969074,2021-09-30,10671403,GETTYSBURG FOUNDATION
2150,GETTYSBURG FOUNDATION,232969074,2019-09-30,14652140,GETTYSBURG FOUNDATION
2151,GETTYSBURG FOUNDATION,232969074,2018-09-30,14833694,GETTYSBURG FOUNDATION
2152,GETTYSBURG FOUNDATION,232969074,2017-09-30,16535538,GETTYSBURG FOUNDATION
2153,GETTYSBURG FOUNDATION,232969074,2016-09-30,18025827,GETTYSBURG FOUNDATION
2154,GETTYSBURG FOUNDATION,232969074,2015-09-30,16315400,GETTYSBURG FOUNDATION
2155,GETTYSBURG FOUNDATION,232969074,2014-09-30,16203894,GETTYSBURG FOUNDATION
2156,CHARITIES AID FOUNDATION AMERICA,431634280,2024-04-30,911493403,
2157,CHARITIES AID FOUNDATION AMERICA,431634280,2023-04-30,748073903,
2158,CHARITIES AID FOUNDATION AMERICA,431634280,2022-04-30,631273113,
2159,CHARITIES AID FOUNDATION AMERICA,431634280,2021-04-30,602661581,
2160,CHARITIES AID FOUNDATION AMERICA,431634280,2020-04-30,389229287,
2161,CHARITIES AID FOUNDATION AMERICA,431634280,2019-04-30,262239692,
2162,CHARITIES AID FOUNDATION AMERICA,431634280,2018-04-30,148557884,
2163,CHARITIES AID FOUNDATION AMERICA,431634280,2017-04-30,123214525,
2164,CHARITIES AID FOUNDATION AMERICA,431634280,2016-04-30,84748375,
2165,CHARITIES AID FOUNDATION AMERICA,431634280,2015-04-30,108268697,
2166,INSTITUTE FOR CITIZEN FOCUSED SERVICE,862967724,2023-12-31,3781963,
2167,INSTITUTE FOR CITIZEN FOCUSED SERVICE,862967724,2022-12-31,2806603,
2168,INSTITUTE FOR CITIZEN FOCUSED SERVICES,862967724,2021-12-31,533909,
2169,KERNSTOWN BATTLEFIELD ASSOCIATION INC,541813325,2017-12-31,101206,
2170,NATIONAL SOCIETY OF THE SONS OF THE,530116355,2015-12-31,1842848,
2171,NATIONAL SOCIETY OF THE SONS OF THE,530116355,2014-12-31,2950995,
2172,Colonial Williamsburg Foundation,540505888,2021-12-31,111219023,
2173,Colonial Williamsburg Foundation,540505888,2020-12-31,103260160,
2174,Colonial Williamsburg Foundation,540505888,2018-12-31,114198704,
2175,Colonial Williamsburg Foundation,540505888,2017-12-31,132010749,
2176,Colonial Williamsburg Foundation,540505888,2016-12-31,138893757,
2177,Colonial Williamsburg Foundation,540505888,2015-12-31,138679564,
2178,Colonial Williamsburg Foundation,540505888,2014-12-31,134217656,
2179,Colonial Williamsburg Foundation,540505888,2013-12-31,131667349,
2180,PATRICK HENRY MEMORIAL,540662892,2024-06-30,3303541,
2181,FRIENDS OF GA STATE PARKS & HISTORI,582046056,2017-06-30,1696449,FRIENDS OF GA STATE PARKS & HISTORI
2182,FRIENDS OF GA STATE PARKS & HISTORI,582046056,2016-06-30,2030062,FRIENDS OF GA STATE PARKS & HISTORI
2183,FRIENDS OF GA STATE PARKS & HISTORI,582046056,2015-06-30,1802623,FRIENDS OF GA STATE PARKS & HISTORI
2184,FRIENDS OF GA STATE PARKS & HISTORI,582046056,2014-06-30,1504329,FRIENDS OF GA STATE PARKS & HISTORI
2185,MUSEUM OF THE AMERICAN REVOLUTION,232773714,2024-09-30,16202592,
2186,GARY AND VIVIENNE PLAYER FOUNDATION,870957692,2024-12-31,693718,
2187,GARY AND VIVIENNE PLAYER FOUNDATION,870957692,2023-12-31,1086445,
2188,GARY AND VIVIENNE PLAYER FOUNDATION,870957692,2022-12-31,569524,
2189,INSTITUTE FOR ADVANCED STUDY - LOUIS,210634988,2023-06-30,75495626,INSTITUTE FOR ADVANCED STUDY - LOUIS
2190,INSTITUTE FOR ADVANCED STUDY - LOUIS,210634988,2021-06-30,66260782,INSTITUTE FOR ADVANCED STUDY - LOUIS
2191,CITIZENS ALLIANCE OF AMERICA FOUNDATION INC,871153501,2024-12-31,2745497,
2192,CITIZENS ALLIANCE OF AMERICA FOUNDATION INC,871153501,2023-12-31,1139745,
2193,CITIZENS ALLIANCE OF AMERICA FOUNDATION,871153501,2022-12-31,1407679,
2194,CITIZENS ALLIANCE OF AMERICA FOUNDATION,871153501,2021-12-31,400000,
2195,IRON LIGHT LABS,861206324,2023-12-31,1851020,
2196,IRON LIGHT LABS,861206324,2022-12-31,1367915,
2197,JSL FOUNDATION,382693397,2024-05-31,8951829,JSL FOUNDATION
2198,JSL FOUNDATION,382693397,2023-05-31,6586592,JSL FOUNDATION
2199,JSL FOUNDATION,382693397,2022-05-31,5004991,JSL FOUNDATION
2200,JSL FOUNDATION,382693397,2021-05-31,5235843,JSL FOUNDATION
2201,JSL FOUNDATION,382693397,2020-05-31,4656471,JSL FOUNDATION
2202,JSL FOUNDATION,382693397,2019-05-31,3570143,JSL FOUNDATION
2203,JSL FOUNDATION,382693397,2018-05-31,2475988,JSL FOUNDATION
2204,JSL FOUNDATION,382693397,2017-05-31,4366984,JSL FOUNDATION
2205,JSL FOUNDATION,382693397,2016-05-31,3976682,JSL FOUNDATION
2206,JSL FOUNDATION,382693397,2015-05-31,4018520,JSL FOUNDATION
2207,JSL FOUNDATION,382693397,2014-05-31,4112090,JSL FOUNDATION
2208,Tholos Foundation,521400492,2023-12-31,4978442,
2209,Americans for Tax Reform Foundation,521400492,2021-12-31,3224691,
2210,Americans for Tax Reform Foundation,521400492,2020-12-31,2688489,
2211,Americans for Tax Reform Foundation,521400492,2019-12-31,3170701,
2212,Americans for Tax Reform Foundation,521400492,2018-12-31,3953234,
2213,Americans for Tax Reform Foundation,521400492,2017-12-31,3763719,
2214,AMERICANS FOR TAX REFORM FOUNDATION,521400492,2016-12-31,1787208,
2215,AMERICANS FOR TAX REFORM FOUNDATION,521400492,2015-12-31,1424741,
2216,AMERICANS FOR TAX REFORM FOUNDATION,521400492,2013-12-31,1908876,
2217,Mission Pre-Born Inc,208755673,2023-09-30,24742189,
2218,Mission Pre-Born Inc,208755673,2022-09-30,22856682,
2219,Mission Pre-Born Inc,208755673,2021-09-30,16983568,
2220,Mission Pre-Born Inc,208755673,2020-09-30,10372008,
2221,Institute for the American Worker,463062521,2024-12-31,1129587,
2222,Institute for the American Worker,463062521,2023-12-31,635100,
2223,Institute for the American Worker,463062521,2022-12-31,520134,
2224,VIRGINIA HISTORICAL SOCIETY,540419452,2024-06-30,14020028,
2225,VIRGINIA HISTORICAL SOCIETY,540419452,2023-06-30,12745939,
2226,VIRGINIA HISTORICAL SOCIETY,540419452,2022-06-30,14383203,
2227,HART SQUARE FOUNDATION INC,562232193,2017-12-31,169792,
2228,HART SQUARE FOUNDATION INC,562232193,2016-12-31,156192,
2229,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2024-06-30,2792576,JAMESTOWN-YORKTOWN FOUNDATION INC
2230,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2023-06-30,2639078,JAMESTOWN-YORKTOWN FOUNDATION INC
2231,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2022-06-30,1967448,JAMESTOWN-YORKTOWN FOUNDATION INC
2232,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2021-06-30,2319214,JAMESTOWN-YORKTOWN FOUNDATION INC
2233,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2020-06-30,2270991,JAMESTOWN-YORKTOWN FOUNDATION INC
2234,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2019-06-30,2868947,JAMESTOWN-YORKTOWN FOUNDATION INC
2235,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2018-06-30,2051263,JAMESTOWN-YORKTOWN FOUNDATION INC
2236,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2017-06-30,2823765,JAMESTOWN-YORKTOWN FOUNDATION INC
2237,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2016-06-30,1938008,JAMESTOWN-YORKTOWN FOUNDATION INC
2238,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2015-06-30,2456729,JAMESTOWN-YORKTOWN FOUNDATION INC
2239,JAMESTOWN-YORKTOWN FOUNDATION INC,311618642,2014-06-30,2808685,JAMESTOWN-YORKTOWN FOUNDATION INC
2240,THE SKATEPARK PROJECT,330965889,2024-12-31,7032936,
2241,THE SKATEPARK PROJECT,330965889,2023-12-31,3868943,
2242,THE SKATEPARK PROJECT,330965889,2022-12-31,4002192,
2243,THE SKATEPARK PROJECT,330965889,2021-12-31,1912845,
2244,THE SKATEPARK PROJECT,330965889,2020-12-31,1958430,
2245,TONY HAWK FOUNDATION,330965889,2019-12-31,2661498,
2246,TONY HAWK FOUNDATION,330965889,2018-12-31,1488338,
2247,TONY HAWK FOUNDATION,330965889,2017-12-31,960893,
2248,TONY HAWK FOUNDATION,330965889,2016-12-31,774161,
2249,TONY HAWK FOUNDATION,330965889,2015-12-31,590799,
2250,TONY HAWK FOUNDATION,330965889,2014-12-31,850295,
2251,TONY HAWK FOUNDATION,330965889,2013-12-31,1243241,
2252,Acton Academy DC Foundation,474108671,2023-12-31,264777,
2253,Acton Academy Foundation,474108671,2020-12-31,241594,
2254,Acton Academy Foundation,474108671,2019-12-31,363782,
2255,DEFENSE FORUM FOUNDATION,521256457,2020-12-31,384395,
2256,VALID VOTE INC,883506185,2023-12-31,253033,
2257,Florida Family Policy Council Inc,522436800,2022-12-31,1189765,
2258,Florida Family Policy Council Inc,522436800,2013-12-31,834455,
2259,THE REMNANT TRUST INC,352072847,2022-08-31,310029,
2260,THE REMNANT TRUST INC,352072847,2021-08-31,209492,
2261,THE REMNANT TRUST INC,352072847,2020-08-31,213206,
2262,THE REMNANT TRUST INC,352072847,2019-08-31,218458,
2263,THE REMNANT TRUST INC,352072847,2018-08-31,220415,
2264,THE REMNANT TRUST INC,352072847,2017-08-31,240629,
2265,THE REMNANT TRUST INC,352072847,2015-12-31,299442,
2266,The Conservative Coalition for Climate,844573440,2020-12-31,524321,
2267,SOCIAL GOOD FUND INC,461323531,2019-12-31,22947501,
2268,SOCIAL GOOD FUND INC,461323531,2018-12-31,15541452,
2269,AMERICAN ENERGY INSTITUTE,473862000,2024-12-31,1057862,
2270,AMERICAN ENERGY INSTITUTE,473862000,2023-12-31,364492,
2271,TEXAS NATURAL GAS FOUNDATION,473862000,2021-12-31,17882,
2272,LISMORE ROAD INC,863255649,2024-12-31,935658,
2273,LISMORE ROAD INC,863255649,2023-12-31,675515,
2274,LISMORE ROAD INC,863255649,2022-12-31,563928,
2275,CONSUMER CHOICE EDUCATION,872394482,2023-12-31,1013993,
2276,Montclair Foundation Inc,226310859,2024-06-30,1466814,
2277,Montclair Foundation Inc,226310859,2023-06-30,1617467,
2278,Montclair Foundation Inc,226310859,2022-06-30,1142920,
2279,Montclair Foundation Inc,226310859,2021-06-30,1022842,
2280,Montclair Foundation Inc,226310859,2020-06-30,976912,
2281,Montclair Foundation Inc,226310859,2019-06-30,933294,
2282,Montclair Foundation Inc,226310859,2018-06-30,957077,
2283,Montclair Foundation Inc,226310859,2017-06-30,852087,
2284,Montclair Foundation Inc,226310859,2016-06-30,814780,
2285,Montclair Foundation Inc,226310859,2015-06-30,780171,
2286,,226310859,2014-06-30,744985,
2287,ISRAEL ON CAMPUS COALITION,300664947,2024-06-30,22812251,
2288,ISRAEL ON CAMPUS COALITION,300664947,2023-06-30,12430007,
2289,ISRAEL ON CAMPUS COALITION,300664947,2022-06-30,11426530,
2290,ISRAEL ON CAMPUS COALITION,300664947,2021-06-30,7888258,
2291,ISRAEL ON CAMPUS COALITION,300664947,2020-06-30,7038239,
2292,ISRAEL ON CAMPUS COALITION,300664947,2019-06-30,7503534,
2293,ISRAEL ON CAMPUS COALITION,300664947,2018-06-30,9020368,
2294,ISRAEL ON CAMPUS COALITION,300664947,2017-06-30,9143818,
2295,ISRAEL ON CAMPUS COALITION,300664947,2016-06-30,7068504,
2296,ISRAEL ON CAMPUS COALITION,300664947,2015-06-30,3012992,
2297,OCEAN STATE JOB LOT CHARITABLE FOUNDATION,200959438,2024-12-31,7075713,
2298,OCEAN STATE JOB LOT CHARITABLE FOUNDATION,200959438,2023-12-31,17214245,
2299,OCEAN STATE JOB LOT CHARITABLE FOUNDATION,200959438,2022-12-31,8284027,
2300,OCEAN STATE JOB LOT CHARITABLE FOUNDATION,200959438,2021-12-31,10831087,
